start_date_local_formatted,name,sport_type,distance (miles),moving_time (minutes),pace (min_per_mile),pace_formatted,elevation_gain (feet),average_heartrate,max_heartrate,hr_ratio (0-1),hr_zone (1-5),zone_1_time_minutes,zone_2_time_minutes,zone_3_time_minutes,zone_4_time_minutes,zone_5_time_minutes,trimp (score),id
"May 29, 2026 01:40 PM",Stretches and Bike,WeightTraining,0.0,39.5,,,0.0,97.0,119.0,0.3028009084027252,1,39.56666666666667,0.0,0.0,0.0,0.0,21.391607209400522,18705507799
"May 28, 2026 03:36 PM",Afternoon Weight Training - Pull + Short Run,WeightTraining,0.0,92.25,,,0.0,130.3,160.0,0.5548826646479941,1,57.2,25.733333333333334,9.35,0.0,0.0,148.54358196169682,18694555483
"May 27, 2026 01:24 PM",Afternoon Weight Training,WeightTraining,0.0,61.75,,,0.0,107.4,138.0,0.3815291445874338,1,61.5,0.3,0.0,0.0,0.0,49.01183975934122,18678867082
"May 26, 2026 04:13 PM",Afternoon Weight Training - Push,WeightTraining,0.0,58.15,,,0.0,114.0,141.0,0.43149129447388346,1,57.93333333333333,0.23333333333333334,0.0,0.0,0.0,57.45380425617937,18666838409
"May 23, 2026 11:38 AM",Lunch Run,Run,1.0962227182,10.766666666666667,9.82160512450021,9:49 /mi,12.467191999999999,139.3,155.0,0.6230128690386072,2,4.05,3.65,3.2666666666666666,0.0,0.0,22.18578007022721,18624445878
"May 21, 2026 05:41 PM",Afternoon Weight Training - Light Pull Day,WeightTraining,0.0,41.11666666666667,,,0.0,106.3,131.0,0.3732021196063588,1,41.233333333333334,0.0,0.0,0.0,0.0,31.416288280699998,18601437587
"May 20, 2026 04:05 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,33.7,,,0.0,96.6,124.0,0.29977289931869794,1,33.766666666666666,0.0,0.0,0.0,0.0,17.963316582623985,18587260287
"May 19, 2026 12:14 PM",Lunch Weight Training - Push,WeightTraining,0.0,58.71666666666667,,,0.0,115.0,150.0,0.4390613171839516,1,58.45,0.23333333333333334,0.16666666666666666,0.0,0.0,59.89572562915619,18570866345
"May 18, 2026 09:57 PM",Night Walk from kickball,Walk,1.2466566373,26.466666666666665,21.2301173192227,21:14 /mi,26.24672,117.0,130.0,0.45420136260408783,1,29.133333333333333,0.0,0.0,0.0,0.0,28.75288317257336,18562712508
"May 16, 2026 12:27 PM",Lunch Tennis,Tennis,0.0,85.35,,,0.0,134.5,158.0,0.5866767600302801,1,47.083333333333336,31.1,7.233333333333333,0.0,0.0,154.45434535202278,18533089846
"May 13, 2026 12:13 PM",Lunch Weight Training - Pull,WeightTraining,0.0,85.06666666666666,,,0.0,116.3,155.0,0.4489023467070401,1,74.7,9.116666666666667,1.3833333333333333,0.0,0.0,90.4120778451362,18493710061
"May 12, 2026 02:32 PM",Afternoon Weight Training - Push,WeightTraining,0.0,59.31666666666667,,,0.0,116.8,145.0,0.45268735806207416,1,57.56666666666667,1.8166666666666667,0.0,0.0,0.0,64.03927072092746,18481978856
"May 11, 2026 01:49 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,48.63333333333333,,,0.0,113.8,145.0,0.4299772899318698,1,46.05,2.683333333333333,0.0,0.0,0.0,47.74348785989394,18467530996
"May 10, 2026 02:45 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,71.58333333333333,,,0.0,110.5,141.0,0.40499621498864496,1,70.31666666666666,1.35,0.0,0.0,0.0,63.09095701728658,18457054611
"May 08, 2026 12:34 PM",Lunch Weight Training - Push,WeightTraining,0.0,56.06666666666667,,,0.0,104.0,136.0,0.35579106737320215,1,56.1,0.0,0.0,0.0,0.0,39.49794710017722,18428288789
"May 07, 2026 01:34 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,45.0,,,0.0,110.0,135.0,0.4012112036336109,1,45.016666666666666,0.0,0.0,0.0,0.0,39.00620370235784,18415943335
"May 05, 2026 06:39 PM",Evening Tennis,Tennis,0.0,84.28333333333333,,,0.0,127.9,163.0,0.5367146101438305,1,58.733333333333334,20.416666666666668,5.133333333333334,0.13333333333333333,0.0,126.77164692961436,18392782860
"May 05, 2026 01:40 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,78.38333333333334,,,0.0,111.6,137.0,0.41332323996971987,1,78.18333333333334,0.2833333333333333,0.0,0.0,0.0,71.64093379729884,18389801053
"May 04, 2026 12:13 PM",Lunch Weight Training - Push,WeightTraining,0.0,57.483333333333334,,,0.0,105.3,135.0,0.36563209689629067,1,57.516666666666666,0.0,0.0,0.0,0.0,42.409866086368545,18374617331
"May 03, 2026 08:03 AM",Broad Street Run,Run,10.051918667,109.61666666666666,10.90504910535471,10:54 /mi,179.13386400000002,140.6,153.0,0.6328538985616957,2,30.183333333333334,79.71666666666667,4.25,0.0,0.0,233.8203826003086,18360909142
"May 01, 2026 12:27 PM",Lunch Weight Training - Legs pre broad street,WeightTraining,0.0,51.1,,,0.0,119.5,158.0,0.47312641937925815,1,41.35,7.883333333333334,1.95,0.0,0.0,59.967009397746594,18336017603
"Apr 30, 2026 12:40 PM",Lunch Run,Run,3.1256825413000002,31.583333333333332,10.104459719123469,10:06 /mi,74.146984,143.2,157.0,0.6525359576078728,2,6.666666666666667,16.816666666666666,8.766666666666667,0.0,0.0,72.14006381272885,18321719035
"Apr 29, 2026 01:13 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,67.95,,,0.0,122.1,153.0,0.49280847842543524,1,59.88333333333333,7.633333333333334,0.5333333333333333,0.0,0.0,86.25687448077849,18309887967
"Apr 28, 2026 04:51 PM",Afternoon Weight Training - Push,WeightTraining,0.0,43.61666666666667,,,0.0,115.4,143.0,0.44208932626797887,1,43.3,0.38333333333333336,0.0,0.0,0.0,45.06056731097046,18298138877
"Apr 27, 2026 11:46 AM",Lunch Weight Training - Legs,WeightTraining,0.0,67.11666666666666,,,0.0,113.0,148.0,0.42392127176381533,1,60.733333333333334,6.45,0.0,0.0,0.0,64.20966340029844,18280844849
"Apr 26, 2026 12:20 PM",Lunch Weight Training,WeightTraining,0.0,88.36666666666666,,,0.0,107.1,141.0,0.3792581377744133,1,87.8,0.6333333333333333,0.0,0.0,0.0,69.41703133679854,18269988361
"Apr 25, 2026 01:16 PM",Afternoon Run,Run,5.010114373,52.733333333333334,10.52537515261497,10:32 /mi,266.404208,142.9,156.0,0.6502649507948525,2,3.9166666666666665,44.3,4.583333333333333,0.0,0.0,119.5077340849557,18255994258
"Apr 24, 2026 12:28 PM",Lunch Weight Training - Push,WeightTraining,0.0,48.6,,,0.0,109.5,130.0,0.39742619227857684,1,48.68333333333333,0.0,0.0,0.0,0.0,41.42712162899261,18241582169
"Apr 23, 2026 06:17 PM",Evening Tennis,Tennis,0.0,35.4,,,0.0,129.2,148.0,0.5465556396669189,1,31.683333333333334,3.7333333333333334,0.0,0.0,0.0,55.25614095182839,18232542572
"Apr 23, 2026 11:40 AM",Lunch Weight Training - Legs,WeightTraining,0.0,31.1,,,0.0,109.1,137.0,0.39439818319454956,1,31.05,0.18333333333333332,0.0,0.0,0.0,26.155462720755732,18227590099
"Apr 21, 2026 04:16 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,55.11666666666667,,,0.0,109.5,137.0,0.39742619227857684,1,55.083333333333336,0.08333333333333333,0.0,0.0,0.0,46.98199287622721,18203891321
"Apr 20, 2026 02:50 PM",Afternoon Run,Run,2.0074011526,19.05,9.48988196770053,9:29 /mi,23.622048,143.6,159.0,0.6555639666919001,2,1.8,15.05,2.3333333333333335,0.0,0.0,43.96924981086182,18188360839
"Apr 19, 2026 06:07 PM",Evening Weight Training - Push,WeightTraining,0.0,36.78333333333333,,,0.0,98.0,133.0,0.31037093111279335,1,36.833333333333336,0.0,0.0,0.0,0.0,20.71731630301316,18178219942
"Apr 18, 2026 01:37 PM",Afternoon Tennis,Tennis,0.0,51.4,,,0.0,131.4,148.0,0.5632096896290689,1,38.96666666666667,12.466666666666667,0.0,0.0,0.0,85.36169866948045,18162408469
"Apr 16, 2026 05:28 PM",Afternoon Walk,Walk,1.4647578583,20.266666666666666,13.83618906826565,13:50 /mi,80.708664,95.9,124.0,0.2944738834216503,1,22.15,0.0,0.0,0.0,0.0,10.504485911249636,18139389027
"Apr 14, 2026 05:45 PM",Afternoon Walk,Walk,2.204624308,44.63333333333333,20.245323963530087,20:15 /mi,22.96588,100.8,111.0,0.3315669947009841,1,51.86666666666667,0.0,0.0,0.0,0.0,27.97088645313648,18111207682
"Apr 13, 2026 02:20 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,74.35,,,0.0,111.1,139.0,0.4095382286146858,1,73.6,0.7833333333333333,0.0,0.0,0.0,66.84470185427979,18095590132
"Apr 12, 2026 11:27 AM",Lunch Run,Run,6.0053021666,60.333333333333336,10.046677362696645,10:03 /mi,230.31496800000002,151.1,164.0,0.712339137017411,3,2.0166666666666666,17.033333333333335,41.766666666666666,0.48333333333333334,0.0,168.74264113859581,18082502615
"Apr 10, 2026 12:37 PM",Lunch Weight Training - Push,WeightTraining,0.0,56.93333333333333,,,0.0,104.6,128.0,0.360333080999243,1,56.95,0.0,0.0,0.0,0.0,40.976308487208335,18056388917
"Apr 09, 2026 06:28 PM",Evening Run,Run,2.0141119594,19.133333333333333,9.499637417888684,9:30 /mi,30.183728,150.2,162.0,0.7055261165783496,3,1.9166666666666667,4.983333333333333,12.35,0.0,0.0,52.31225519907175,18047168098
"Apr 07, 2026 04:46 PM",Afternoon Stair-Stepper,StairStepper,0.0,21.333333333333332,,,0.0,131.7,148.0,0.5654806964420893,1,12.666666666666666,8.766666666666667,0.0,0.0,0.0,35.72728249510953,18021794503
"Apr 07, 2026 12:51 PM",Lunch Weight Training - Pull,WeightTraining,0.0,67.85,,,0.0,118.0,153.0,0.46177138531415596,1,65.58333333333333,2.0,0.31666666666666665,0.0,0.0,76.03662246253155,18016674701
"Apr 06, 2026 06:18 PM",Evening Run,Run,2.0072768784,18.8,9.365922659850234,9:22 /mi,24.278216,153.3,169.0,0.7289931869795611,3,1.4333333333333333,2.05,13.933333333333334,1.6333333333333333,0.0,55.55829868030308,18005832507
"Apr 06, 2026 12:29 PM",Lunch Weight Training - Push,WeightTraining,0.0,73.86666666666666,,,0.0,112.6,146.0,0.420893262679788,1,72.18333333333334,1.7,0.0,0.0,0.0,69.75581038749336,18003269621
"Apr 05, 2026 11:55 AM",Lunch Weight Training - pull,WeightTraining,0.0,61.983333333333334,,,0.0,116.6,150.0,0.45117335352006055,1,57.666666666666664,4.2,0.15,0.0,0.0,66.5008502307249,17990347740
"Apr 04, 2026 11:03 AM",Lunch Run,Run,4.0082779097,39.61666666666667,9.883712546676131,9:53 /mi,143.70079199999998,156.0,169.0,0.7494322482967449,3,3.3833333333333333,3.466666666666667,22.3,10.783333333333333,0.0,125.17596413387633,17976971428
"Apr 02, 2026 01:18 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,57.95,,,0.0,113.1,139.0,0.42467827403482206,1,57.63333333333333,0.38333333333333336,0.0,0.0,0.0,55.61981134435321,17953327083
"Apr 01, 2026 01:19 PM",Afternoon Weight Training - Push,WeightTraining,0.0,68.03333333333333,,,0.0,128.2,155.0,0.5389856169568508,1,49.71666666666667,17.25,1.0833333333333333,0.0,0.0,103.2118603787352,17942760448
"Mar 31, 2026 12:34 PM",Lunch Weight Training - Legs,WeightTraining,0.0,69.86666666666666,,,0.0,117.9,150.0,0.4610143830431492,1,60.25,9.533333333333333,0.1,0.0,0.0,78.05472961799244,17928677633
"Mar 30, 2026 01:10 PM",Afternoon Walk,Walk,0.9460373475,19.566666666666666,20.682763443085598,20:41 /mi,18.372704,95.9,105.0,0.2944738834216503,1,24.383333333333333,0.0,0.0,0.0,0.0,10.141666496551869,17915357989
"Mar 30, 2026 11:15 AM",Lunch Run,Run,2.0091409914000002,19.0,9.456777837557587,9:27 /mi,26.24672,149.8,165.0,0.7024981074943226,3,2.216666666666667,2.8833333333333333,13.733333333333333,0.18333333333333332,0.0,51.424914546140286,17915357836
"Mar 28, 2026 11:33 AM",Lunch Tennis,Tennis,0.0,29.983333333333334,,,0.0,128.1,163.0,0.538228614685844,1,23.033333333333335,5.483333333333333,1.3833333333333333,0.11666666666666667,0.0,45.357191295364935,17890640926
"Mar 27, 2026 05:57 PM",Afternoon Run,Run,2.0115022012,19.516666666666666,9.702533089461014,9:42 /mi,9.84252,148.5,158.0,0.692657077971234,2,1.2666666666666666,6.483333333333333,11.866666666666667,0.0,0.0,51.10846565245035,17881594801
"Mar 25, 2026 03:50 PM",Afternoon Weight Training -Pull,WeightTraining,0.0,68.11666666666666,,,0.0,109.9,156.0,0.4004542013626041,1,60.11666666666667,4.566666666666666,3.45,0.0,0.0,58.84683875636687,17858262140
"Mar 24, 2026 05:20 PM",Afternoon Weight Training - Push,WeightTraining,0.0,34.81666666666667,,,0.0,108.4,138.0,0.38909916729750194,1,34.61666666666667,0.2833333333333333,0.0,0.0,0.0,28.595391299837885,17858262172
"Mar 23, 2026 08:31 AM",Morning Weight Training - Legs,WeightTraining,0.0,51.016666666666666,,,0.0,96.3,128.0,0.2975018925056775,1,51.03333333333333,0.0,0.0,0.0,0.0,26.870292751688993,17835623772
"Mar 20, 2026 12:53 PM",Lunch Weight Training - Pull,WeightTraining,0.0,61.166666666666664,,,0.0,131.1,160.0,0.5609386828160484,1,44.05,13.9,3.25,0.0,0.0,100.73174270980128,17796558346
"Mar 19, 2026 01:29 PM",Afternoon Weight Training,WeightTraining,0.0,52.2,,,0.0,118.6,137.0,0.4663133989401968,1,52.18333333333333,0.03333333333333333,0.0,0.0,0.0,59.59113848414656,17796558335
"Mar 18, 2026 01:40 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,59.2,,,0.0,130.4,164.0,0.5556396669190008,1,41.3,15.15,2.6166666666666667,0.15,0.0,95.59441773571263,17770295589
"Mar 16, 2026 12:48 PM",Lunch Weight Training - Pull Day,WeightTraining,0.0,81.2,,,0.0,105.2,132.0,0.3648750946252839,1,81.23333333333333,0.0,0.0,0.0,0.0,59.69661020952088,17744884844
"Mar 11, 2026 04:37 PM",Afternoon Weight Training,WeightTraining,0.0,39.8,,,0.0,111.6,144.0,0.41332323996971987,1,38.75,1.1833333333333333,0.0,0.0,0.0,36.37647244481174,17690144727
"Mar 09, 2026 03:50 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,58.25,,,0.0,104.8,141.0,0.3618470855412566,1,56.96666666666667,1.3333333333333333,0.0,0.0,0.0,42.22265497139296,17664696636
"Mar 08, 2026 02:30 PM",Afternoon Weight Training - Pull + Abs,WeightTraining,0.0,79.01666666666667,,,0.0,130.9,159.0,0.5594246782740349,1,50.6,24.783333333333335,3.683333333333333,0.0,0.0,129.39992460190814,17653309831
"Mar 07, 2026 10:38 AM",Morning Weight Training - Push,WeightTraining,0.0,68.2,,,0.0,119.2,157.0,0.47085541256623775,1,60.266666666666666,6.6,1.45,0.0,0.0,79.30353817155466,17638668134
"Mar 05, 2026 01:34 PM",Afternoon Weight Training,WeightTraining,0.0,70.26666666666667,,,0.0,111.2,145.0,0.4102952308856927,1,64.46666666666667,5.816666666666666,0.0,0.0,0.0,63.382390355490124,17620908624
"Mar 04, 2026 02:57 PM",Afternoon Weight Training,WeightTraining,0.0,73.63333333333334,,,0.0,116.0,150.0,0.4466313398940197,1,68.33333333333333,5.183333333333334,0.16666666666666666,0.0,0.0,77.5256017316479,17608972061
"Mar 03, 2026 12:53 PM",Lunch Weight Training - Push,WeightTraining,0.0,54.7,,,0.0,101.5,138.0,0.3368660105980318,1,54.6,0.23333333333333334,0.0,0.0,0.0,35.18347201905368,17594859324
"Feb 28, 2026 03:37 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,43.31666666666667,,,0.0,116.6,149.0,0.45117335352006055,1,38.88333333333333,4.483333333333333,0.0,0.0,0.0,46.47370522980747,17558197768
"Feb 28, 2026 02:14 PM",Afternoon Walk,Walk,2.9979908008000002,69.06666666666666,23.037651299075545,23:02 /mi,120.078744,98.2,118.0,0.311884935654807,1,72.85,0.0,0.0,0.0,0.0,39.20366914295135,17558197889
"Feb 27, 2026 12:11 PM",Lunch Weight Training,WeightTraining,0.0,60.93333333333333,,,0.0,108.6,136.0,0.3906131718395155,1,61.016666666666666,0.0,0.0,0.0,0.0,50.38634073803379,17558197760
"Feb 26, 2026 03:55 PM",Afternoon Run/Walk Treadmill,Run,2.0912862376,29.716666666666665,14.209755762927069,14:13 /mi,0.0,124.7,147.0,0.5124905374716124,1,19.783333333333335,10.0,0.0,0.0,0.0,40.74026257739079,17535234891
"Feb 26, 2026 03:43 PM",Afternoon Walk,Walk,0.4129010295,11.983333333333333,29.022289791441008,29:01 /mi,0.0,96.4,110.0,0.2982588947766844,1,12.016666666666667,0.0,0.0,0.0,0.0,6.336841627069282,17534718158
"Feb 25, 2026 03:12 PM",Afternoon Weight Training - Push,WeightTraining,0.0,54.6,,,0.0,109.7,138.0,0.3989401968205905,1,54.46666666666667,0.15,0.0,0.0,0.0,46.85488652152765,17525956186
"Feb 24, 2026 03:28 PM",Afternoon Weight Training - Legs,WeightTraining,0.0,57.11666666666667,,,0.0,107.4,142.0,0.3815291445874338,1,55.68333333333333,1.4833333333333334,0.0,0.0,0.0,45.33429820654855,17510999962
"Feb 23, 2026 03:37 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,61.65,,,0.0,112.4,155.0,0.4193792581377745,1,54.8,3.066666666666667,3.8,0.0,0.0,57.841226776813315,17499003131
"Feb 21, 2026 07:00 PM",Evening Weight Training - Light Push Day,WeightTraining,0.0,26.95,,,0.0,119.9,154.0,0.47615442846328543,1,24.333333333333332,1.9,0.8166666666666667,0.0,0.0,32.01443043298436,17478040446
"Feb 21, 2026 06:49 PM",Evening Walk,Walk,0.4542843381,7.116666666666666,15.665665905259758,15:40 /mi,8.2021,112.3,125.0,0.4186222558667676,1,10.733333333333333,0.0,0.0,0.0,0.0,6.655262394677143,17477884135
"Feb 20, 2026 12:32 PM",Lunch Weight Training - Push,WeightTraining,0.0,70.01666666666667,,,0.0,113.0,149.0,0.42392127176381533,1,67.13333333333334,2.9,0.0,0.0,0.0,66.98405660408586,17463991898
"Feb 19, 2026 04:21 PM",Afternoon Weight Training,WeightTraining,0.0,55.55,,,0.0,117.9,148.0,0.4610143830431492,1,48.03333333333333,7.566666666666666,0.0,0.0,0.0,62.06021321964905,17460709987
"Feb 18, 2026 02:40 PM",Afternoon Weight Training,WeightTraining,0.0,51.28333333333333,,,0.0,109.4,138.0,0.39666919000757006,1,50.71666666666667,0.5833333333333334,0.0,0.0,0.0,43.56778659495163,17640062921
"Feb 17, 2026 12:21 PM",Lunch Weight Training,WeightTraining,0.0,59.35,,,0.0,103.6,139.0,0.3527630582891748,1,58.5,0.8666666666666667,0.0,0.0,0.0,41.214845642242906,17640062979
"Feb 16, 2026 11:42 AM",Lunch Weight Training,WeightTraining,0.0,14.116666666666667,,,0.0,121.8,151.0,0.49053747161241484,1,11.683333333333334,2.2,0.2833333333333333,0.0,0.0,17.759746605532566,17419807509
"Feb 16, 2026 11:30 AM",Lunch Run,Run,1.0332778359,12.733333333333333,12.323242491930946,12:19 /mi,0.0,141.7,160.0,0.6411809235427706,2,4.283333333333333,3.95,4.533333333333333,0.0,0.0,27.96201523120293,17419807503
"Feb 13, 2026 12:02 PM",Lunch Weight Training - Pull,WeightTraining,0.0,58.833333333333336,,,0.0,106.3,153.0,0.3732021196063588,1,55.81666666666667,2.5,0.6,0.0,0.0,44.95318104210418,17386449488
"Feb 12, 2026 02:14 PM",Afternoon Weight Training - Push,WeightTraining,0.0,45.61666666666667,,,0.0,98.1,136.0,0.3111279333838001,1,45.733333333333334,0.0,0.0,0.0,0.0,25.792601542615493,17377182880
"Feb 10, 2026 12:35 PM",Lunch Weight Training - Legs,WeightTraining,0.0,50.666666666666664,,,0.0,113.2,151.0,0.42543527630582895,1,45.75,4.4,0.6,0.0,0.0,48.78688408853294,17353664022
"Feb 09, 2026 11:10 AM",Lunch Weight Training - Pull,WeightTraining,0.0,59.15,,,0.0,113.1,146.0,0.42467827403482206,1,58.05,1.1166666666666667,0.0,0.0,0.0,56.771558947687524,17341158842
"Feb 08, 2026 10:42 AM",Morning Yoga,Yoga,0.0,67.33333333333333,,,0.0,103.2,132.0,0.34973504920514764,1,67.46666666666667,0.0,0.0,0.0,0.0,46.08867645404011,17331455663
"Feb 06, 2026 05:31 PM",Afternoon Weight Training - Push,WeightTraining,0.0,54.45,,,0.0,118.7,155.0,0.4670704012112037,1,50.71666666666667,2.683333333333333,1.1,0.0,0.0,62.351188836383095,17311000555
"Feb 05, 2026 12:42 PM",Lunch Weight Training - Legs,WeightTraining,0.0,44.6,,,0.0,110.7,141.0,0.40651021953065863,1,41.53333333333333,3.1666666666666665,0.0,0.0,0.0,39.57063372313908,17298009739
"Feb 04, 2026 02:19 PM",Afternoon Weight Training,WeightTraining,0.0,65.41666666666667,,,0.0,109.3,141.0,0.3959121877365632,1,64.7,0.7333333333333333,0.0,0.0,0.0,55.38814756483637,17288119418
"Feb 02, 2026 01:56 PM",Afternoon Weight Training - Push,WeightTraining,0.0,34.766666666666666,,,0.0,103.3,130.0,0.3504920514761544,1,34.833333333333336,0.0,0.0,0.0,0.0,23.88346937630832,17263818170
"Feb 01, 2026 01:30 PM",Afternoon Yoga,Yoga,0.0,63.7,,,0.0,121.1,149.0,0.4852384557153671,1,56.666666666666664,7.116666666666666,0.0,0.0,0.0,78.47087602910653,17253876775
"Jan 31, 2026 10:59 AM",Digging out of Philly,Workout,0.0,70.25,,,0.0,121.4,151.0,0.48750946252838767,1,59.86666666666667,10.316666666666666,0.1,0.0,0.0,87.32466005818968,17240814703
"Jan 30, 2026 12:33 PM",Lunch Weight Training - Legs,WeightTraining,0.0,42.233333333333334,,,0.0,106.7,149.0,0.37623012869038613,1,40.25,2.0,0.0,0.0,0.0,32.72100961029369,17230904693
"Jan 29, 2026 11:47 AM",Lunch Weight Training - Pull,WeightTraining,0.0,50.4,,,0.0,110.3,141.0,0.40348221044663135,1,49.93333333333333,0.5333333333333333,0.0,0.0,0.0,44.12621890487196,17220006470
"Jan 27, 2026 12:06 PM",Lunch Weight Training,WeightTraining,0.0,46.1,,,0.0,112.2,146.0,0.4178652535957608,1,41.21666666666667,4.933333333333334,0.0,0.0,0.0,42.97067810952053,17201509841
"Jan 26, 2026 12:21 PM",Lunch Weight Training - Legs,WeightTraining,0.0,35.5,,,0.0,114.9,149.0,0.4383043149129448,1,29.116666666666667,6.45,0.0,0.0,0.0,36.09791668673653,17188970012
"Jan 25, 2026 11:14 AM",Lunch Weight Training - Light Push Day,WeightTraining,0.0,37.833333333333336,,,0.0,101.5,125.0,0.3368660105980318,1,37.86666666666667,0.0,0.0,0.0,0.0,24.334698806597153,17175185550
"Jan 24, 2026 04:53 PM",Afternoon Weight Training,WeightTraining,0.0,60.43333333333333,,,0.0,118.7,164.0,0.4670704012112037,1,51.13333333333333,3.5166666666666666,5.8,0.06666666666666667,0.0,69.2027581024564,17167929336
"Jan 22, 2026 12:36 PM",Lunch Weight Training,WeightTraining,0.0,39.21666666666667,,,0.0,118.8,151.0,0.46782740348221047,1,33.95,5.233333333333333,0.08333333333333333,0.0,0.0,45.04556775179707,17167929335
"Jan 21, 2026 11:54 AM",Lunch Weight Training,WeightTraining,0.0,58.983333333333334,,,0.0,106.9,146.0,0.37774413323239975,1,57.4,1.6166666666666667,0.0,0.0,0.0,46.01582896161521,17167929332
"Jan 19, 2026 01:04 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,60.5,,,0.0,116.8,159.0,0.45268735806207416,1,49.833333333333336,5.483333333333333,5.233333333333333,0.0,0.0,65.31681728490211,17110330623
"Jan 17, 2026 03:15 PM",Afternoon Weight Training,WeightTraining,0.0,50.083333333333336,,,0.0,121.0,156.0,0.48448145344436033,1,40.5,7.816666666666666,1.7833333333333334,0.0,0.0,61.511032390750415,17110330622
"Jan 16, 2026 12:46 PM",Lunch Weight Training,WeightTraining,0.0,70.71666666666667,,,0.0,103.3,160.0,0.3504920514761544,1,66.13333333333334,1.2,3.433333333333333,0.0,0.0,48.57984686657536,17075714330
"Jan 15, 2026 01:07 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,71.06666666666666,,,0.0,113.2,151.0,0.42543527630582895,1,65.63333333333334,5.433333333333334,0.1,0.0,0.0,68.43002426102122,17062005714
"Jan 13, 2026 12:25 PM",Lunch Weight Training - Push,WeightTraining,0.0,51.9,,,0.0,102.1,128.0,0.3414080242240726,1,51.95,0.0,0.0,0.0,0.0,34.12892385519207,17037435744
"Jan 12, 2026 08:08 AM",Morning Weight Training - Legs,WeightTraining,0.0,46.2,,,0.0,113.7,146.0,0.429220287660863,1,41.78333333333333,4.483333333333333,0.0,0.0,0.0,45.20907086698556,17022823169
"Jan 10, 2026 05:02 PM",Afternoon Weight Training - Pull,WeightTraining,0.0,50.78333333333333,,,0.0,106.4,132.0,0.3739591218773657,1,50.833333333333336,0.0,0.0,0.0,0.0,38.937622532069376,17005821240
